string,gn.AROU,gn.VAL,gn.DOM,gn.CNC,gn.IMAG,gn.FAM,gn.AOA,gn.SIZE,gn.GEND
died,5.0938,1.7576,2.9667,5.1875,5.0625,6.4333,2.9375,5.3226,4.4848
diffusion,3.5294,5.4706,4.2059,4,3.3636,4.0313,6.3143,3.7647,3.9697
digest,3.3226,5.1429,5.0606,4.8788,3.5882,5.5,4.6286,3.9394,4.2121
digestion,3.1935,5.9394,4.4412,5.2813,4.9697,5.8,5.0294,3.7097,4.6061
digit,3.3636,5.0294,5.3824,4.9412,4.9118,4.875,4.4706,2.5455,4.7647
digital,4.3824,6.1429,5.2857,4.9333,4.4688,6.1875,4.8857,4.2727,4.4839
digits,3.4242,4.9394,4.8788,5.0571,4.8286,4.303,4.2647,2.9143,4.2857
dignified,4.6667,7.7576,7,2.8182,3.125,5.2424,5.697,4.9667,3.303
dignity,5.1143,7.5882,6.9714,2.2286,2.8857,4.9412,5.5294,5.4286,3.4
dildo,6,5.303,5.4545,6.6,6.6765,5,6.8286,3.8125,3.7941
dim,2.9412,3.7273,4.3333,3.875,4.3548,4.8438,3.9143,2.697,4.375
dinner,5.6061,6.8182,5.8485,6.2258,6.3143,6.6364,1.6571,3.6667,3.2121
dinosaur,5.9394,5.4,5.4242,6.3529,6.8065,5.3793,2.3611,6.4286,6
diploma,6.0968,7.2188,6.5625,5.3548,5.75,5.2188,5.7273,4.6061,3.9375
diplomat,3.7419,5.7097,5.3438,4.6333,4.2069,4.0667,5.7667,4.5172,5.0741
dire,3.7097,2.1,4.1613,2.6,2.3438,4.4516,5.7059,4.0968,4.5313
direct,5.2121,6.0294,6.8065,4.0294,3.2424,5.2727,4.303,4.5152,5
direction,4.871,5.875,5.9655,3.4688,3.7813,5.9667,3.6364,4.4839,4.129
dirt,3.2121,2.9706,4.8286,5.9706,6.0294,5.7097,2.0857,3.2353,5.2727
dirty,4.9063,2.9706,4.2647,4.6364,5.4375,6.2667,2.0588,3.9697,5.0294
disappoint,4.0882,2.4571,3.6,3.0857,3.3429,6.25,3.6571,4.6857,4.1143
disappointed,3.9063,2.3636,3.4848,2.4706,3.1765,6.129,3.4706,4.5152,3.9091
disaster,5.7941,1.3333,2.6563,3.9394,5.6176,5.6333,3.8529,6.4848,4.6176
disband,3.4839,3.875,4.2903,3.3548,2.7097,3.2333,5.6364,3.0333,4.3871
disciple,3.6667,5.2,3.5588,4,3.9714,4.7241,4.1143,4.1143,4.9706
discipline,4.5625,4.7742,4.129,2.8438,3.875,5.4483,4.4242,4.875,4.4688
disclose,4.2188,4.5,4.871,2.5,2.1667,3.7037,5.9032,3.9655,3.92
disclosure,3.8485,4.9394,4.9412,2.9688,2.5152,4.0606,6.3429,4,4.0313
disco,6.25,6.375,5.7241,5.0333,5.7419,4.8148,3.9412,4.6897,3.3793
discomfort,5.2813,2.697,2.9091,3.0625,3.5,5.4286,4.6667,4.3548,3.3571
disconnect,3.3226,3.5,4.25,4.0968,3.2121,5.375,4.7941,3.5938,4.3939
discourage,3.3871,3.0606,3.9063,2.8485,2.6667,4.8571,5.0882,4.2424,4.4706
discover,6.5333,7,6.8387,3.375,4.3438,5.9231,3.625,5.7,4.3125
discovery,7.0909,7.4286,6.5588,3.7059,3.9063,5.375,4,5.8571,4.5588
discrete,4.2258,5.2121,5.125,3.0968,3.1212,4.7333,5.5429,3.2121,3.697
discretion,3.75,5.1818,5.2581,2.3939,2.8438,4.8276,6.2353,3.5625,3.5758
disdain,4.5,2.7241,4.5862,2.4815,2.5862,3.5484,6.3333,3.9286,4.3103
disease,4.0588,1.7647,3.1765,5.0588,4.7273,5.7188,4.0294,4.9118,4.0588
diseased,3.8824,1.6667,3.3529,4.4118,4.5143,4.7813,4.7353,5,4.6571
disfigured,4.5152,2.5882,2.9697,4.0303,5.1765,4.6667,5.8182,4.4545,4.5758
disgust,4.5294,2.3714,4.8485,3.1212,4.25,5.4839,4.6571,4.5882,4.0968
disgusted,4.5758,2.0286,5.4412,2.9118,3.7429,5.6563,4.1471,4.9143,4.2941
disgusting,4,1.8286,4.0571,2.7429,4.303,6.0606,3.0286,5,4.8857
dish,3.3571,5.2143,5.3871,6.1786,6,6,2.8966,2.8276,3.3478
disloyal,4.5429,2.0286,3.4286,2.6571,2.9429,4.4242,5.2941,4.7879,4.0909
dismiss,3.5758,3.25,4.3438,3.4063,2.871,4.8276,5.0333,3.6774,4.2222
disparity,3.4333,3.125,3.6667,2.1724,2,3.4839,6.4667,4.7667,3.6429
displeased,4.2857,2.3714,4.5429,3.0294,3.8857,4.8235,4.7059,4.0857,3.6857
dispose,3.4483,3.303,4.9394,3.7714,3.2059,4.7647,5.2059,3.625,4.5455
disposition,4.0313,4.5484,4.4848,2.6,2.2813,3.6452,6.3333,4.5484,4.2813
dissent,4.3548,3.1,5.2,2.6667,2.7813,3.4,6.303,4.1875,4.5
dissident,4.6786,3.8519,4.8462,3,2.7407,2.6563,6.7857,4.2083,4.72
distant,3.4688,3.9375,3.7742,3.1563,4.0909,6.1071,4.4242,4.75,4.2188
distinction,5.1471,6.6471,6.2188,2.9118,3.0938,4.5484,5.4706,4.7353,4.4545
distinguish,4.7097,5.625,5.9063,2.8788,2.8438,5.4194,5.697,3.9063,4.2059
distract,4.1429,3.7188,4.2571,3.1765,2.8485,5.6774,4.0286,3.9697,4.1935
distraction,4.5882,3.9118,3.4545,3.0303,2.9688,6.0606,4.6765,4.4118,4.0606
distress,5.4571,2.2857,2.9143,3.2857,3.9429,5.2069,4.8529,4.9714,3.4063
distressed,4.2424,2.5758,3.1818,2.7879,3.6176,5.4063,5.5,4.8125,3.7879
disturb,5.2727,2.7097,4.5625,2.9118,3.5152,5.3125,3.9118,4.4286,4.2813
disturbed,4.3438,2.0909,3.4118,2.8529,3.1818,4.7813,4.5882,4.3824,4.3939
ditch,3.4688,3.375,4.5625,5.2258,4.9375,3.8462,4.125,3.871,4.3214
dive,5.3143,5.6176,5.8485,4.303,5.0909,5.625,3.4,4.1471,4.0882
diver,4.5333,5.129,5.4483,5.9667,6,5.1111,3.8485,3.3,5.0313
diverse,5.0303,7.1765,5.2647,2.4848,3.6765,5.3125,5.8824,5.5938,4
divert,4.3939,4.3226,4.3667,3.7419,3.2903,4.5161,5.5625,4.0313,4.3125
divination,3.8333,5.5769,4.5769,2.7037,2.36,2.8182,6.129,4.6957,3.3704
divine,6.125,7.4194,5.4194,1.9355,2.3448,4.2759,4.4286,5.7419,2.931
divorce,5,2.5806,4.3438,4.1613,3.3125,5.2692,4.7419,5.1,3.7586
dizzy,4.8387,3.5161,3.5313,3,3.6786,5.0714,3.1935,3.2069,3.4643
docile,2.4483,5.0645,3.5714,3.0333,3.2667,3.8276,6.25,3.1071,3.0385
dock,3.5938,4.9714,4.8235,6.2353,5.3714,4.3529,4.4857,4.6286,4.7647
doctor,5.0882,6.1176,4.3529,6.3636,6.5,6.4,2.4412,4.1471,5.1515
doctrine,4.9677,4.8571,4.3103,3.7742,2.8387,3.2424,6.7188,5.4333,4.9677
document,3.25,5,5.5,6.0588,6.0323,6.1786,5.1176,3.6563,4.375
dodgy,4.2571,2.7879,4.1212,3.4063,3.1935,5.2813,4.5294,3.7273,4.7576
dog,6.129,7.0667,6.3448,6.8148,6.88,6.9048,1.7353,3.25,4.6061
dogma,5.1923,3.4444,2.7308,2.1071,2.0714,2.9032,6.5185,5.2593,4.92
dole,3.3077,3.1071,3.4643,3.7778,3.25,3.3704,6.1481,2.96,4.7391
doll,3.5882,5.7879,4.6176,6.2903,6.375,5.2903,1.5882,2.0571,1.697
dollar,5.8485,5.7647,5.0294,6.5143,6.5,5.4545,3.7429,3.7941,5.2059
dolls,3.8824,5.5588,5.6857,6.2,6.4412,4.9032,1.7576,2.4571,1.8529
dolphin,5.4063,6.5313,5.2,6.8387,6.8182,5.6207,2.5152,4.871,2.9091
dome,3.3,5.2069,4.8,5.7692,5.931,3.5385,4.375,4.625,4.25
dominate,6.9143,3.9412,8.3714,2.8,3.8529,5.3235,5.4857,5.9429,5.6571
donkey,3.75,5.1818,5.3529,6.5882,6.6563,5.1667,2.5429,4.129,4.8824
doom,5.6875,1.6364,2.8065,2.1818,2.5625,4.1481,4.4194,5.8065,4.75
doomed,5,1.6452,2.5938,3.0323,2.75,4.5806,4.7273,5.5294,4.8438
door,2.875,5.3548,5.1667,6.6667,6.6765,6.7667,1.7143,3.6471,4.2727
doorman,3.5,4.9429,4.5294,6.4706,6.2813,5,4.8056,3.7429,6.4286
dope,3.9032,4.1429,4.6129,4.1875,3.4815,3.7813,5.875,3.0313,4.9063
dopey,3.125,3.5938,4.3939,2.697,3.9355,4.125,3.9394,3.6774,4.8788
dose,3.1176,4.5484,4.1818,4.1818,3.6857,5.2727,4.8571,2.8824,4.1471
doubt,4.2727,2.9697,3.3824,2.5152,2.6875,5.8621,4.6765,4.0882,3.7813
dough,4.1212,5.6452,5.4063,6.0909,5.9412,5.3438,3.1471,2.7941,3.9394
dove,4.1875,6.2727,5.1471,6.0857,6.4848,4.6552,3,2.4412,2.6471
down,3.3125,3.9412,4.4688,3.4242,4.2286,6.2667,1.8,2.9091,4.0323
drab,2.4063,3.3636,3.9375,3.0588,3.9412,3.6176,5.5,3,4.1935
draft,3.5625,5.0938,4.7647,4.5313,3.4118,5.2667,4.5588,3.5625,4.1563
drag,3.9688,3.7143,3.9412,4.2059,4.7143,5.2647,3.7941,3.6364,4.4857
dragon,6.8387,4.9355,5.8667,4.7667,6.25,5.1923,3.1,5.5313,5.3871
drama,5.6471,4.4706,4.6765,3.8438,3.7353,6.125,4,5.2647,2.5294
draught,4.1034,3.4828,4.25,4.069,3.5806,3.625,5.1333,3.7037,4.3636
draw,4.6563,6.0588,6.2571,4.9394,5.4063,6.0968,2.0882,3.303,3.625
drawers,2.9118,5.1515,5.1143,6.3235,6.0857,5.8529,3,3.5714,3.5714
drawing,4.8824,6.0606,5.2647,5.697,5.7714,5.5185,2.2647,3.7059,3.3235
dread,5.5484,2.0645,3,2.5,2.875,4.4074,5.0645,4.871,4.3793
dream,6.3438,7.3103,5.1333,2.7188,4.0588,6.6,2.8485,5.5,3
dreams,6.6667,6.9063,4.8824,2.6,4.1613,6.3214,2.8286,5.6563,3.0303
dreary,2.7097,2.6571,3.7813,2.8182,3.8,4.2647,4.8529,3.4848,3.8235
dress,5.6286,6.4545,5.8182,6.6176,6.7097,6.6786,2.0278,3.2647,1.4722
dressed,4.3636,6.2727,5.7813,4.9375,5.5862,6.4483,2.4848,3.2258,3.1563
dresser,4.2857,5.5484,4.7353,5.9143,5.5588,4.3333,4.2,3.3429,2.1515
drift,3.5,4.4706,4.7059,3.2059,3.697,4.5938,4.6471,3.5758,4.4242
drifter,3.8788,4.0313,4.5758,3.625,4.0303,3.7273,5.8125,3.1818,4.8286
drifting,4.2188,4.5,4.0303,3.1471,4.1176,4.7742,5.0303,4,4.0909
drill,4.5313,4.25,5.7188,6.3143,6.3333,4.8387,3.4706,3.1176,5.5294
drive,4.931,5.8276,6.129,4.75,5.3871,6,2.9355,4,4.9063
drop,3.6452,3.7647,4.4242,4.2941,4.6563,5.8,2.3333,3.375,4.4138
dropped,3.8824,3.4857,3.5758,4.7742,4.5,5.75,2.6765,3.4375,4.25
drought,3.6875,2.3529,3.1875,5.1875,5.0882,5.0345,5.2059,5,4.8125
drown,4.6471,1.8529,2.6667,4.7353,4.9118,5.1212,3.5294,4.4412,4.3235
drug,5.8857,4.2059,5.2941,5.6,5.7647,6.3704,5.0882,4.1143,4.7879
drugged,4.4706,2.2353,3.0882,4.3235,4.2424,4.871,5.5,4.4242,5.0909
drum,5.4194,5.5172,6.1852,6.6154,6.5,5.1429,2.5625,3.7742,5.4286
drummer,5.4571,5.8571,6.0286,6.129,6.4194,5.5484,3.6571,4.3939,5.6176
drums,6.1724,6.0938,6.4138,6.7407,6.7143,6.1364,2.9667,4.3333,5.1724
drunk,5.8182,4.8,4.2857,4.3824,5.8571,6.5172,5,4.6571,5.0606
dubious,4.1667,3.1724,3.9063,2.1613,2.6,3.8286,5.8438,3.9667,4.2581
duck,4.4,5.697,5.0857,6.5588,6.6,5.4,1.8,2.7143,3.9714
duet,4.6667,5.7353,5.2727,4.5484,5.1613,5.0323,4.4118,3.4848,3.4848
duke,3.5806,5.5882,5.25,5.5588,5.2941,3.5625,4.0857,4.5882,6.5588
dull,2.0938,2.6944,4.2059,3.1389,3.9706,6.0667,3.8333,2.9118,4.7647
dumb,3.5455,2.7419,3.1818,2.9355,3.3636,5.3571,3.0606,3.3939,4.6129
dummy,3.2059,3.8182,4.5938,4.8485,5.3333,4.9,2.5938,2.9063,4.2121
dump,3.7419,2.875,4.3125,4.3636,4.5588,5.1724,3.7879,3.7647,4.7576
dune,4.4,5.1,5.0333,5.4828,5.4828,3.4828,4.8,4.2414,3.9615
dung,2.875,3.4194,4.4857,6.125,5.6563,4.4063,3.9697,2.7273,4.7813
dungeon,5.3333,2.3636,2.6,6.0625,6.0909,4.2759,3.8824,4.4848,5.3939
durable,4.7576,7.125,6.6774,3.2424,3.5588,4.7879,5.4118,4.9706,4.8182
dusk,4.4706,5.6875,4.7647,4.3235,5.4118,5,4.1176,3.8571,3.8125
dust,2.7143,3.7714,4.6364,5.6364,5.6286,6.0625,2.9143,1.7273,3.7647
dustbin,2.0667,4.125,5.1935,6.7188,6.5484,5.0357,3.1818,2.7742,4.6563
duster,2.7188,4.8529,5.3235,6.4063,6.4848,4.8788,3.6571,2.6286,3.3226
dustpan,2.2813,4.4848,4.75,6.3939,6.2188,5.0625,3.8485,2.7714,3.7576
dusty,3.6875,3.375,4.4194,4.7813,5.5455,5.4483,3.1935,2.6333,3.7586
duty,3.8438,5.0313,4.4848,3.0588,3.0606,5.1923,4.3939,5,4.4848
duvet,5.2581,6.5667,5.5172,6.7037,6.44,5.8846,3.6,3.8519,3.0385
dwarf,4.4667,4.4516,4.4138,5.9677,5.7813,3.8077,3.7667,2.2188,4.5714
dwell,3.4839,4.0645,4.3,2.9355,2.7742,3.3871,5.2414,3.8065,3.7857
dye,3.5938,5.25,5.2903,5.6774,5.2414,5.6,4.5313,3.129,3.0909
dying,5.8485,1.9091,2.4375,3.129,3.8438,5.8696,3.3636,5.1333,4.0625
dynamite,7.5938,3.7879,5.125,6.4138,6.2,4.4516,4.3939,5.0938,5.2667
dynasty,5.1875,4.9667,4.6667,4.0968,3.9091,2.7188,6,5.8125,4.7931
eager,6.6563,6.8788,6.697,3.625,3.5588,5.697,4.4286,4.697,3.5313
eagle,5.9394,5.9706,5.4375,6.6897,6.8387,5.5517,2.9118,4.7813,5.5758
ear,3.4706,5.3636,5.1176,6.8529,6.8387,6.6875,1.7647,2.0588,3.9118
earn,5.9143,7.2813,6.2647,4.5143,3.6,6.0968,4.5,4.7576,4.9118
earphones,3.9697,5.8125,5.5,6.8333,6.7667,6.6207,4.303,2.2647,4.2188
earth,4.8286,6.2647,4.7059,6.6364,6.6667,6.2059,2.6765,6,3.4848
earthquake,6.1176,2.1714,3.9412,6.0882,6.0882,5.0909,3.8286,6.3636,4.6667
ease,4.4118,6.9706,6.1765,2.8286,3.5294,4.9375,4.0571,3.8788,3.2647
easy,4.9143,6.8,6.3714,3.1429,3.2571,5.9677,2.0909,3.5588,3.4
easygoing,4.5625,7.5758,5.6667,2.8788,3.5455,5.7419,4.8788,3.9394,3.8182
eat,5.8857,6.5294,5.6667,5.8,5.5625,6.6875,1.6176,3.7143,4
eatery,4.5667,5.871,4.9677,5.2121,4.4242,3.2069,6.2424,4.5758,3.9118
eccentric,6.5185,6.125,6.5161,2.5938,3.6897,4.9667,5.7097,5.069,4.4516
economic,3.4667,4.5806,3.3,2.4688,2.303,5.2,5.9375,5.3,4.6897
economy,4.4545,3.9394,3.0323,2.875,2.1212,5.5357,5.9375,6.1563,4.9
ecstasy,6.9706,7.1515,5.3824,4.0313,4.3529,4.8125,6.3636,4.7576,4.1818
ecstatic,7.697,8.4118,7.0606,2.7941,4.7941,5.4412,5.5,5.8485,3.7273
edge,5.4118,4.9143,5.1818,5.1714,5.2647,6,3.0833,3.9429,4.6
edifice,3.8421,4.9412,5.125,4.2222,4.0588,1.9375,6.625,4.7059,4.125
edit,3.7059,4.9688,6.0323,3.8529,3.2903,5.931,4.9118,2.9697,4.1613
edition,3.9429,5.2424,5.2759,3.8235,3.129,4.625,5.0571,3.75,4
editor,4.0313,5.129,5.8667,5.5938,4.8387,5.0345,5.375,3.6452,4.5
educate,5.3636,7.4412,5.9118,3.7353,3.7143,5.9,3.9429,5.6765,3.5152
education,5.1818,7.3529,5.6364,4.2258,4.7273,6.6429,3.7941,5.4706,3.7576
eel,3.5588,4.75,4.8824,6.5758,6.3438,4.75,3.2424,2.7353,4.5294
eerie,5.697,2.9706,3.8182,2.8125,3.9375,4.6061,5.2647,4.2121,4.4063
efficient,5.1212,7.8788,6.9394,2.7353,3.2286,5.4194,5.5,4.7576,3.6667
effort,5.2,5.8788,5.3529,3.3429,3.4242,6.1379,3.5143,4.8065,3.6364
egg,3.3235,5.4848,5.4545,6.4118,6.625,6.1786,1.8824,1.9697,3.5455
ego,4.3125,3,6.5161,2.4545,3.2581,5.0345,5.7188,5.7419,6
elaborate,4.7879,5.9143,6.0882,2.4545,2.7714,5.2059,6.1765,5,3.3548
elated,6.5,7.9375,6.1875,3.2,4.3,3.5714,6.0968,5.1667,3.3548
elation,7,7.9394,6.3871,2.7333,3.9355,3.875,6.1515,5.1724,3.2903
elbow,3.6774,5.0667,5.3929,6.7419,6.3571,5.92,2.25,2.7097,4.087
elder,3.6786,5.6452,5.2333,4.3103,4.7,4.6296,4.3438,4.4667,4.6667
eldest,4.3871,6.0323,6.3548,3.6129,3.8966,4.963,3.5806,4.7742,4.6071
electric,6.5,6.1212,5.6471,4.5,4.0938,6.087,3.7647,4.4839,4.7931
electrician,3.3871,5,4.8065,6.3448,6.0323,6.2333,4.4516,4.1935,5.7879
electricity,6,6.1176,5.6857,5.3529,4.5143,6.375,3.6571,4.8485,4.6
electronic,4.9394,6.0938,6,5.1,4.8182,6.1379,4.1176,4.5588,5.2188
elegant,6.25,7.7879,6.3824,2.5161,5.0938,5.6786,4.8235,4.5161,1.5882
elephant,4.7969,5.9839,5.3175,6.8833,6.8596,5.7963,2.2121,5.6719,4.5763
elevator,4,5.5882,4.3871,6.2647,6.5429,5.5484,4.0571,4.5882,4.3714
elf,4.6471,6.125,5.0645,4.8235,6.1875,5,2.3529,2.2647,4.1875
elite,5.9412,6.4571,6.6471,3.6061,3.5625,5.0938,5.5143,4.625,4.2424
elitist,5.0313,3.5882,5.1515,3.4286,2.9429,3.6061,6.3824,4.8235,4.4412
elk,3.8667,5.3333,4.8929,6.6786,6,2.7143,4.931,4.3448,4.5333
elm,3.8824,5.7941,5.0625,5.9688,5.5455,3.3438,4.9412,4.7879,3.1818
elude,4.3333,4.375,5.4688,2.4516,1.9375,3.6875,6,3.9688,3.6061
emancipation,5.6552,5.0345,5.4828,3.1111,2.3571,2.6286,6.6774,5.4643,3.6667
embarrass,4.5588,2.3529,2.7576,2.7059,3.8529,5.6897,3.7714,4.7647,3.9143
embarrassment,4.9412,2.2581,2.9091,3.0645,4.0938,5.9677,4,5.5143,3.4412
embezzle,5.1034,2.5484,5.1071,2.9063,3.0313,2.5455,6.6176,4.6452,4.5484
embrace,6.6364,7.9429,5.8235,4.7353,5.4,5.5161,5.2778,5.1515,2.1667
emerald,5.7586,6.3548,5.3333,5.7308,6.1333,4.5,4.1212,2.8621,2.84
emergency,6.5758,1.9688,3.4242,4.0606,4.7419,6.25,3.0303,6.1212,4.4839
emotion,5.9667,6.1935,4.8125,2.5333,3.1875,6.2963,4.0323,5.2258,2.5172
emotional,6.4063,4.7879,4.129,2.5152,3.4839,6,4.5806,4.8966,2.2903
empathy,5.2727,7.2647,6.1818,2.3438,3.2188,5.7037,5.6765,4.6563,2.4848
emphasis,5.8485,6.1765,6.2188,2.7879,2.8182,5.2727,5.3824,5.3438,3.6
emphasize,5.8824,6.3333,6.2188,3.0606,2.7,5.6667,5.4118,5.4194,3.6875
empire,5.9706,5.2647,5.7429,4.5152,4.3714,4.4242,4.8571,6.4118,5.7353
employ,4.4848,5.9118,4.7059,3.7273,3.0303,5.5625,5.5588,4.1765,4.8485
employee,3.6471,5.9714,3.6061,5.6,5.5714,6.1563,5.2,3.4857,4.2
employer,3.7576,4.6667,3.2941,6.0882,5.1818,5.8333,5.3529,4.7941,5.0323
employment,4.8529,7.1429,4.5152,4.4118,4.4242,5.6061,5.3235,5.4242,4.8235
emporium,4.6452,6,5.5938,5.0313,4.8,3,6.0294,4.7813,4
empty,3.0968,2.9688,3.2759,2.5,3.8125,6.1364,2.7742,3.4688,3.96
enact,3.8529,5.1667,5.6471,3,2.6563,4.0303,5.8182,3.6875,4.3438
encore,5.7188,6.6452,6.2414,3.7419,4.1563,4.3571,5.4242,4.871,4.0645
encyclopedia,4.3438,6.1515,5.125,6.5455,6.3125,5.303,4.6,5.2188,3.8387
end,4.4375,3.2121,4,3.0294,3.0938,6.3226,2.2121,4.7273,4.3939
ending,3.7273,3.3824,4.3636,3.5152,3.0294,5.7097,2.8235,4.4516,3.7353
endless,4.1613,4.7273,3.8387,2.5806,3,5.5333,4.0968,6.5667,4
endure,4,4.6,4.7647,3.2059,3.3636,4.7879,5.4857,4.7714,3.9697
engage,5.8125,6.3529,5.7059,3.4194,3.0909,4.9697,4.8824,4.3429,3.3333
engaged,6.0625,6.5882,5.5313,3.8788,4.9143,5.48,4.5,5,2.8235
engagement,6.3,7.0938,5.2581,4.2258,4.0625,5.1724,4.875,5.129,2.8667
engaging,6.4118,7.2353,6.1765,2.3235,2.8235,5.25,5.4848,4.8529,3.2353
engine,4.2941,5.8824,5.8438,6.3714,6.1765,5.6207,3.3636,4.5758,5.8857
engineer,3.9355,6.125,5.5758,6.1667,6.0909,5.871,4.8529,4.3939,5.7273
enhance,6.0294,7,5.9412,3.0909,3.2813,5.125,5.6,5.2121,3.9
enjoy,6.3548,7.5,6.0303,3.2571,3.7941,6,2.8235,4.4857,3.5143
enjoyment,7.4242,8.1765,6.9394,2.9706,4.3939,6.2258,3.9706,5.4545,3.5714
enquire,4.7143,5.5,5.4286,3.4,3.1176,4.7667,5.6765,4.0909,3.7941
enquiry,3.8788,5.2581,5.0909,3.3636,2.875,4.8621,5.5,3.3226,3.5161
enraged,6.6857,2.1714,5.6857,3.1429,4.3714,4.3714,5.5,5.5429,5.1714
ensure,3.8485,6.1471,6.0286,2.4571,2.3939,5.1935,5.6765,4.2941,3.7879
entail,4.2258,4.9063,5.2333,2.9286,2.2903,3.8788,6.0606,3.9091,4.0333
enter,4.9063,5.7879,6.3636,4.2059,4.7059,5.9375,3.0571,4.0294,4.129
enterprise,4.5588,6.0833,6.5455,3.8182,2.9444,4.3226,5.6765,5.5882,4.8857
enthral,6.6296,6.1111,5.8519,2.4615,3.0385,3.2333,6.3333,4.7778,3.7917
enthusiasm,7,8.0909,7.0938,2.8182,4,6.25,4.7353,5.5152,3.1563
enthusiastic,7.8824,8.3824,7,3.2813,4.5625,6,4.8286,5.4412,3.1563
entitle,4.3636,5.4,6.25,2.9091,2.6452,5.125,5.2188,4.4516,4.2121
entrepreneur,5.5313,6.6825,6.4242,4.5625,3.8889,4.4262,6.1212,5.0625,5.1452
entry,4.5806,6.2121,5.625,4.3235,4.129,5.8065,3.8788,3.8788,3.8788
envelope,2.9394,5.1563,4.8824,6.4706,6.4706,5.7667,3.3824,2.3824,3.7576
epidemic,6.3333,1.8529,2.8182,3.3667,3.6364,4.6897,5.9394,6.7813,4.7097
episode,4.5152,5.3333,4.7813,4.2647,3.8235,6.0645,4.2059,3.5313,4.125
episodic,4.6786,4.4839,4.7241,2.5667,3.0345,3,6.4375,4.0323,4
equal,4.4667,6.3438,5.7647,2.8235,3.4706,6,3.2857,4.2121,3.9697
equality,6.4516,8.3438,5.8667,2.2069,2.9688,5.8462,5.1563,5.7813,3.3793
equipment,3.7742,5.4242,5.697,5.4118,5.4412,5.9333,4.2857,4.5588,5.1143
erase,3.5667,4.0333,4.9677,3.5455,4.2,5.2222,3.6875,3.3103,4.0938
erode,3.75,3.3714,4.2647,4.1515,4.3824,4.1176,5.7353,4.3529,4.5294
eroded,4.125,2.9118,3.625,4.6364,4.6563,4.375,5.9143,3.9677,4.7879
erotic,7.8438,7.1818,6.2727,3.0294,4.7941,5.2727,6.2647,5.0645,3.1563
errand,3.2903,5.1,5.2,4.4516,3.9375,5.3548,4.8065,3.2667,3.5455
error,4.6071,2.7097,3.5,3.3548,2.9063,5.7778,4.4839,4.0645,4.3704
eruption,7.2,3.2571,4.1515,5.5714,5.8286,4.7879,4.7429,6.1471,5.5455
escape,5.871,5.6765,5.7273,3.2581,4.5758,5.3333,3.2286,5.3636,3.7273
escaped,5.9032,5.5758,5.7188,3.9375,4.9063,5.6429,3.6471,5,4.3125
escapee,6.1765,3.8235,5.2121,5.4242,4.7941,3.9412,5.2813,4.625,4.6765
escort,4.6471,5.0588,4.2424,4.3235,4.2353,4.0313,5.9714,4.3871,3.6286
essence,5.6667,6.0909,5.6563,2.3333,2.3939,4.4688,5.4412,4.0294,2.8182
estate,4.0938,5.1515,5.1515,5.6875,5.6875,4.9032,5.1471,5.0625,4.625
estimate,2.9688,4.9412,5.0938,3.2,2.7059,5.3939,4.7714,3.7576,4.4545
ethnic,4.7667,5.1724,4.5714,3.1515,3.7097,4.8667,5.9032,4.6897,3.963
euphoria,7.8182,8.4516,6.6364,1.9697,3.7879,4.0882,6.3235,6.2647,3.0294
evaluate,4.4286,5.2121,5.8571,3.2,2.8824,5.2647,5.4286,4.6364,4.0286
evangelist,4.25,4.1379,4.3667,3.6452,3.3333,2.8485,6.5484,4.1724,4.0667
even,3.4286,5.8529,5.0588,3.2353,2.9143,6.3226,2.6857,3.2857,3.5
evening,5.0294,6.0588,5.5588,5,5.4857,6.4839,2.9143,4.1765,4
event,5.5077,6.3182,5.3881,4.0938,4.1231,6.0364,4.0615,5.303,3.7966
ever,4.5313,5.2581,4.6563,2.3125,1.871,6.0741,2.2424,5.7419,3.4375
every,4.2813,5.9677,5.5172,3.3125,2.6875,6.5926,2.25,5.2424,3.8387
everything,5.7353,6.7647,5.8125,2.9429,3,6.1333,2.6571,6.4545,3.6364
evidence,4.5161,6.0606,5.1875,4.9091,3.7931,5.5806,4.7647,4.2727,4.2813
evil,5.5588,1.5143,3.8,2.1515,4.0303,5.4194,3.0571,5.8529,5.0286
evoke,5.5484,5.7742,5.4839,2.375,2.2581,4.2121,6.25,4.5455,3.9333
exact,3.8824,6,5.8235,3.6,3.2857,5.9032,3.8235,3.4412,4.0909
exam,4.8529,3.2059,4.1875,6,6.2424,6.5667,4.6364,5.5294,4.3226
examination,5.6364,3.4706,4.0625,5.4571,5.5588,5.871,5.0588,5.2571,4.3333
excel,5.9091,6.9091,6.4242,3.4,3.5588,5.25,5.4571,4.5152,4.0333
excellence,6.6571,8.4571,6.6,2.697,3.4412,5.8182,4.1471,5.3714,3.7429
excellent,6.625,8.5484,6.9677,2.3438,2.7188,6.24,3.1613,5.4375,3.6667
excited,8.0625,8.1515,6.8824,2.6176,4.5,6.5862,2.6,5.1765,3.303
excitement,7.697,8.2941,6.2727,2.9697,4.875,6.4138,3.0294,5.9091,3.4688
exciting,7.5625,8,6.4848,3.1563,4.125,6.3793,2.8529,5.2813,3.2857
exclaim,6.7742,6,6.3793,2.9,2.9677,4.4231,5.0625,4.6296,3.8462
exclude,3.6875,2.5758,4.1613,3.1875,3.9697,5.8,4.6452,4.1724,4.5
exclusion,4.0294,2.5714,3.6,3.6176,4.0882,4.6774,5.3143,4.4545,4.0606
